State	Organization	URL	Status	Title	Meta_Description	H1	Word_Count	Nav_Links	Donate_Link	Newsletter_Link
Rhode Island	Middletown Valley Land Trust	https://middletownvalleylandtrust.org/	"Error: HTTPSConnectionPool(host='middletownvalleylandtrust.org', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x109c43610>: Failed to resolve 'middletownvalleylandtrust.org' ([Errno 8] nodename nor servname provided, or not known)""))"							
Rhode Island	Nature Conservancy of Rhode Island	https://www.nature.org/en-us/about-us/where-we-work/united-states/rhode-island/	OK	The Nature Conservancy in Rhode Island	Learn about how The Nature Conservancy is approaching conservation challenges and opportunities throughout Rhode Island.	Rhode Island	847.0	Español, Our People, How We Work, Where We Work, Caribbean, Europe, Other Ways to Give, Asia Pacific, What We Do, Our Science, India, Volunteer, Our Priorities, Attend Events, Membership & Giving, Africa, Skip to content, Give Monthly, Calculate Your Carbon Footprint, Our Insights, Renew, Donate, Who We Are, Protect Ocean, Land & Fresh Water, Data & Tools, Provide Food and Water, Reports, English, Tackle Climate Change, Explore the Places We Protect, Show search, Our History, Gift & Estate Planning, About Us, Latin America, Go Back, Perspectives, Get Involved, Take Action, How To Help, Educational Resources, Canada, United States, Become a Member, Our Accountability	True	True
Rhode Island	Sakonnet Preservation Association	https://sakonnetpreservation.org/	OK	Little Compton's First Land Trust - Sakonnet Preservation Association		Little Compton’s First Land Trust	730.0		True	True
Rhode Island	South Kingstown Land Trust	https://sklt.org/	OK	South Kingstown Land Trust – Open Space Make all the Difference		SKLT NEWS | SKLT EVENTS	671.0	Wildlife Habitat Improvements, Trail Observations Form, Climate Change Resiliency, Conserving Your Land, Research & Surveys, Overview and History, Volunteer Opportunities, Mission, Partners, Upcoming Events, Site Lines Newsletter, Shop, Productive Farmland, Events Archive, The Great Outdoors Celebration and Auction, Events, Employment Opportunities, Woodcock Campus at Weeden Farm, Who We Are, Stuff from SKLT, Trails & Maps, Land Acquisition Priorities, Donate, Directors and Staff, Property Monitoring, Samuel E. Perry Grist Mill, Home, Historic and Cultural Resource Protection, Membership Program, Regional Protection Priorities, EverGreen Legacy Society, Subscribe, Support SKLT, Stewardship Projects, Protected Properties, Donations, News, Land We Protect, Healthy Forests, Capital Campaign	False	True
Rhode Island	Tiverton Land Trust	https://tivertonlandtrust.org/	OK	The Tiverton Land Trust Needs You	We need your help to conserve more land. Since 1996 The Tiverton Land Trust has preserved over 690 acres of rural Tiverton. Join us today!		404.0	Back, Folder: Get involved, Folder: Support Us, What We Do, Skip to Content, Ways to Give, Volunteer, Become a member, Folder: What We Do, What is a land trust?, Protected Lands, Events, Our Advisors, Mission & History, Folder: About Us, Read Our Blog, Donate Your Land, Support Us, Conserve Hicks Farm, Careers, Benefits of Land Protection, About Us, 💚 GIVE TODAY, Contact Us, Accreditation, Frequently Asked Questions, Get involved, Board of Directors	True	False
South Carolina	Beaufort County Open Land Trust	https://openlandtrust.org/	OK	The Open Land Trust - Open Land Trust	The Open Land Trust protects 32,278 acres in seven counties in South Carolina with 100 conservation easements and 50 fee properties. The Open Land Trust is South Carolina’s first and oldest land trust working to protect open spaces, natural habitats and rural communities throughout the Southern Lowcountry.	Conserving the Lowcountry | News & Updates	526.0	Host an Event, Brunch On the Bluff 2025, Sign up for our eNews, Contact, Include Us in Your Will, Donor-Advised Funds, Shop Our Merchandise, ABOUT US, Our Work, Honor or Memorial Gift, Calendar of Events, GIVE MONTHLY, WAYS TO GIVE, DONATE, Overview & Mission, Places to Explore, Staff, History, Give Monthly, Event Photos, Gifts of Stock, Newsletters & Reports, Donate, NEWS & EVENTS, Why Support OLT?, Q and A, News & Updates, Rural & Critical, Protected Places Map, About Us, Featured Properties, Gifts from your IRA, Recent Acquisitions, OUR WORK, Educational Resources, CONTACT US, News & Events, Board of Directors, Why We Matter	False	True
South Carolina	Charleston County Land Trust	https://charlestonlandtrust.org/	Error: HTTPSConnectionPool(host='charlestonlandtrust.org', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate (_ssl.c:1028)')))							
South Carolina	Congaree Land Trust	https://congareelt.org/	OK	Congaree Land Trust | Home	The Congaree Land Trust is commited to conserving the natural and scenic lands of central South Carolina.	Leaving a Legacy	620.0	Join our Team, Newsletter Signup, Donate Now, Contact, COWASEE Basin, Other Ways to Give, Support, Gallery, CLT Store, News, Planned Giving, Shop Now, Land Protection, About, Events	True	True
South Carolina	Lowcountry Land Trust	https://lowcountrylandtrust.org/	OK	Conservation Organization in Charleston, SC	Lowcountry Land Trust is a conservation organization protecting land in South Carolina through easements, education & community programs.		547.0	Protecting Land and Water Forever, Click Here to Donate, Sustaining the Soul of the Lowcountry, Angel Oak Preserve, Volunteer Opportunities, Shop, Sporting Clays Shoot, 2023-2025 Strategic Plan, Annual Sporting Clays Shoot, Sponsor, Accreditation & Financials, Events, Donate, Latest Impact Report, Email Newsletter Signup, Publicly-Accessible Places, All Events (Calendar), Conservation Easements, Staff & Board, The Ebb & Flow Blog, Land Stewardship	True	True
South Carolina	Upstate Forever	https://www.upstateforever.org/	OK	Upstate Forever - Land Conservation & Balanced Growth	Upstate Forever is a Greenville-based conservation nonprofit that protects land and water and promotes balanced growth in Upstate South Carolina.	Keep the Upstate beautiful | Learn About Land Conservation | Safe and Plentiful Water | Advocate for Smart Growth | Inclusive Conservation	456.0		False	True
South Dakota	Northern Prairies Land Trust	https://gfp.sd.gov/northern-prairies-land-trust/	OK	South Dakota - Game, Fish, and Parks | South Dakota Game, Fish, and Parks		What's Trending | WHO WE ARE | Things To Do | Upcoming Events | Upcoming Key dates	388.0	Landowners, Project Bids and Contracts, Forms & Permits, Maps, Report a Violation, Fish, Things To Do, Landowner and Habitat Programs, Events, Commission, Agency, Hunt, Education, Camp, State Parks, Work For Us, Licenses, Multi-Media, Conservation, Parks and Wildlife Foundation, Contact Us, Volunteer With Us, Donate to Habitat, News, Frequently Asked Questions, Request Public Records, Regulations	True	True
Tennessee	French Broad River Partnership	https://fbriver.org/	"Error: HTTPSConnectionPool(host='fbriver.org', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x109c439d0>: Failed to resolve 'fbriver.org' ([Errno 8] nodename nor servname provided, or not known)""))"							
Tennessee	Land Trust for Tennessee	https://www.landtrusttn.org/	OK	Homepage - The Land Trust For Tennessee | The Land Trust For Tennessee	Learn why and how the Land Trust protects the land it loves, and how we can work together to conserve Tennessee.	Conserving the Tennessee You Love	549.0	Our Staff, Conservation Plan, Conservation Stories, The Future of Glen Leven Farm, Awards, Volunteer, For Landowners, History, Our Impact, Donate today, Protect Your Land, The Land Trust For Tennessee, Glen Leven Farm, How Can We Help You?, Events, Who We Are, Stewardship, Support, Legacy Giving, Why Land Matters, Careers, Programs, 25th Anniversary, Get Involved, Once in a Blue Moon, Contact Us, Rentals & Photography at Glen Leven Farm, Blog, News, How We Protect The Land, News & Events, Board of Directors, Sign up for Enews	True	False
Tennessee	Tennessee Parks and Greenways Foundation	https://tenngreen.org/	OK	TennGreen Land Conservancy	Conserve Tennessee land where people and nature can thrive. Learn more about TennGreen Land Conservancy and discover how to get involved today!	Conserving Land Where People and Nature Can Thrive	1097.0	Legacy Gifts, FAQ, Acquisitions, Contact, Other Ways to Give, Our Staff, Our Work, Shop, Upcoming Events, Membership, Easements, Protect Your Land, Strategic Plan, Events, Get Email Updates, Donate, Our Board, 2025 Hall of Fame, Restoration, Hike-a-Thon, How to Help, Request a Speaking Engagement, Corporate Support, Our History, Privacy Policy, Sponsorship Opportunities, Careers, Give Support, About Us, Blog & News, Contact Us, Frequently Asked Questions, News, Become a Member	True	True
Texas	Bayou Land Conservancy	https://bayoulandconservancy.org/	OK	Bayou Land Conservancy | Houston | Nonprofit	Bayou Land Conservancy preserves land along streams for flood control, clean water, and wildlife. We work with willing landowners to conserve 14,000 acres of Houston habitat.		308.0	Back, Where We Work, Join a Committee, Volunteer Leadership, Legacy Circle, Annual Gala, Landowner resources, Awards & Honors, Donate Stock, Mission, Ways to Give, Legacy Plank Program, Spring Creek Nature Trail, Land Lover Club, Lands Open to the Public, Supporter Stories, Board Portal, Headwaters to Baywaters, Staff, History, Corporate Partners, Redbud Nature Preserve, Arrowwood Preserve, Bird Walks, Brews & Bayous, Strategic Conservation Plan, Donate Today!, Spring Creek Greenway, Press & News, Job Postings, Stewardship Society, Ambassador Program, Ashton Gardens, Event Calendar, Blog, Donor Advised Funds, Crypto, Volunteer & Events	True	False
Texas	Cactus Pine Land Trust	https://cactuspine.org/	Error 404							
Texas	Hill Country Conservancy	https://hillcountryconservancy.org/	OK	Hill Country Conservancy | Here Forever.		What we do | Learn More | Upcoming Events | Recent News & Stories	714.0	Dahlstrom Ranch, Contact, Inspiring Oaks, Violet Crown Trail, Nature Preserves, Next Events, Navigation, Cherry Springs Ranch, Scott Shannon Ranch, Sign up for the Newsletter, Brockenbrough Ranch, Lazy Bend Ranch, Nalle Bunny Run Wildlife Preserve, EPIC Young Professionals, Pecan Springs Karst Preserve, Volunteer, Donate Now, Puryear Ranch, Press Releases, Land Projects, Ruby Ranch, Pre-Application for Eligibility, Resources, Ragsdale Ranch, Landowner FAQ, Ragland Ranch, Spicewood Ranch, Events, Autumn Woods, Previous Events, Make a Donation, In the News, Bleakley Ranch, Support, Our Partners, Today, Careers, Conservation Easements, HCHCI Information, About Us, Board and Staff, Sign up for HCHCI Alerts, Kordzik-Sheppard Ranch, HCC Conservation Projects, Get Involved, Blog, Search, Four Winns Ranch, Become a Member, Hill Country Headwaters Conservation Initiative	True	True
Texas	Texas Land Conservancy	https://www.texaslandconservancy.org/	OK	Texas Land Conservancy			665.0	Back, Folder: Get Involved, Our Story, Community Partners, Skip to Content, TLC Stories, Staff and Board, Our Work, TLC Shop, Ways to Give, Volunteer, Visit a Preserve, Protect Your Land, Events, Donate, Folder: About Us, 0, About Us, Get Involved, Contact Us, E-mail Signup	True	False
Texas	Texas Agricultural Land Trust	https://www.txaglandtrust.org/	OK	Texas Agricultural Land Trust | Conserve Texas Working Lands	Partner with TALT to safeguard Texas' agricultural heritage through expert conservation easements and strategic land protection solutions.	LET’S KEEP TEXAS, TEXAS FOR FUTURE GENERATIONS | TALT’s impact… by the numbers.	736.0	Our Team, Back, CONTACT THE LAND TEAM, Folder: About Us, Our Story, Skip to Content, Our Partners, Support TALT, Protect Your Land, Board of Directors, About Us, Our Work, Annual Reports	False	True
Texas	Texas Land Trust Council	https://texaslandtrustcouncil.org/	OK	Texas Land Trust Council – The Texas Land Trust Council supports and strengthens the land trust community to serve as a powerful force for land and water conservation in Texas.			817.0	Land Trusts, What We Do, Board and Staff Leadership, About, Partners, Conservation Lands Inventory, Texas Land Conservation Conference, Join Our E-News List, TLTC Annual Report, Conserve Texas Land, More Info, Donate, Publications, List Your Business, Conservation Easements Guidebook, Contact TLTC, Home, Land Trust Jobs, What is a Land Trust?, TLTC YouTube Gallery, What is a Conservation Easement?, Latest TLTC Newsletter, Get Involved, Advocacy for Conservation, Search, Become a Member	True	True
Utah	Moab Land Trust	https://moablandtrust.org/	"Error: HTTPSConnectionPool(host='moablandtrust.org', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x109c43390>: Failed to resolve 'moablandtrust.org' ([Errno 8] nodename nor servname provided, or not known)""))"							
Utah	Summit Land Conservancy	https://wesaveland.org/	OK	SUMMIT LAND CONSERVANCY		Because life is better with | open space. | SAVE LAND FOR THE FUTURE. | 24,305 | $46 Million | 18 | land can be developed once. | Or saved forever.	1177.0	Happenings, FOR THE FUTURE, Contact, Contact Us, Team, What We Do, Closing, Video, Resources, Overview, About Intro, Donate	True	False
Utah	Wild Utah Project	https://wildutahproject.org/	OK	Sageland Collaborative	Sageland Collaborative provides science-based strategies for wildlife and land conservation across the Intermountain West. Learn more about our work and volunteer opportunities here.	Science in Service of Wildlife and Wildlands | Engaging the Community in Conservation Science | Leading Wildlife Conservation in the West | Answering Questions for Wildlife Conservation	624.0	Contact, About, Shop, Our Team, Volunteer, Ways to Give, Land Acknowledgement, Board Portal, Utah HerpSearch, Cart 0, History, Riverscape Restoration, Utah Pollinator Pursuit, Migratory Shorebird Survey, Newsletters, Events, Donate, New Page, Publications, Conservation Leaders, In the News, Project Overview, Learn More, Wildlife Watch, Sageland Collaborative, Career Opportunities, About Us, Subscribe, Get Involved, Communications, Engaging Community, Accountability, Western Toad Project, Fence Restoration Program, Blog, Mission and Goals, Projects, Utah Stream Restoration Dates in 2022	True	True
Vermont	Catamount Trail Association	https://catamounttrail.org/	Error 406							
Vermont	Land Trust of Vermont	https://vlt.org/	OK	Vermont Land Trust - Protecting the Vermont You Love	Vermont Land Trust unites land and lives for the benefit of people and the place we share. We protect farms, forests, and community places.	Uniting Land and Lives	1112.0	Please contact us., Bunker Farm Bunker Farm A destination for local syrup, meat, and plants., Woodland Owners & Forests, Field Notes, Community Campaigns, Ways to Give, How We Help Overview, Events, Catamount Community Forest Catamount Community Forest Easily accessible education and recreation in the greater Burlington area., Explore, Support Us Overview, Communities & Individuals, Newsroom, Donate Today!, Support Us, Explore Overview, About Us, Featured Properties, Farmers & Farmland, Contact Us, Skip to main content, Land Map, How We Help	True	True
Vermont	Mount Holly Conservation Trust	https://mhct.org/	OK	Home - Mental Health Council of Tasmania		Home	617.0	Mental Health Week Resources, Training Room Hire, Mental Health Week Event Program, Our Team, Become a member, About Mental Health Week, Safely Talking, Our Members, LEx Training Hub, Mental Health Week Small Grants, What’s on, About us, What we do, Resources, Strengthen and Support, Our Board, Advance Mental Wellbeing, Mental Health Week, Fill 1 Created with Sketch. Menu, Advocate, Get some help, Asset 1, Resource library, Register your event, Careers, Contact Us, Group 7 Created with Sketch. Close, LEx Hub Courses, LEx Organisational Readiness Program, About the LEx Hub	False	True
Vermont	New England Forestry Foundation Vermont	https://newenglandforestry.org/	OK	New England Forestry Foundation - Forest Conservation Experts New England Forestry Foundation	New England’s forests are at the heart of the region’s way of life. We offer forest protection, tree conservation, and saving the forest efforts.	New England Forestry Foundation	676.0	Land Conservation, Forester and Landowner FAQs, Finance and Annual Reports, Participants, Our Process, Conservation Successes, Conservation Resources, Central and Transition Hardwoods, Corporate Opportunities, E-News, About the Challenge, About, Our Team, Build It With Wood, Braintree Mountain Forest, Easement FAQs, Acadian Forest, Sustainable Forestry’s Next Step, Trail Maps, Resources, Forestry and Climate Change, How to Conserve Your Land, Events, Donate, Pooled Timber Income Fund, Publications, Climate Initiatives, Mountains of the Dawn, Downeast Lakes Forestry Partnership, Advancing Markets for Producers, Newsroom, Gift Subscriptions, Forest Carbon for Commercial Landowners, Explore Our Forests, Completed Initiatives, Support, Leave a Legacy, Forest Management, Exemplary Forestry, Our History, ROC Skiing, Our Mission, Conserving Maine’s Oldest Forests, Forest-to-Cities Climate Challenge, Careers, Connect, 30 Percent Solution, Monthly Giving, Easement Stewardship, Phelon Memorial Forest, Pledge, Outreach, Exemplary Forestry Investment Fund, Contact Us, Get Involved, Visitor Guidelines and Recreation, Blog, Western Maine Habitat Restoration Program, Hunting Regulations, Unfragmented Forestland, Forest Stories, Pingree Forest Partnership, Chamberlain Reynolds Memorial Forest, Bioeconomy Initiative	True	False
Vermont	Stowe Land Trust	https://www.stowelandtrust.org/	OK	Conserving Rural and Natural Landscapes in and around Stowe, Vermont - Stowe Land Trust		Conserving the land and waters we love to enhance quality of life for all connected to the Stowe area.	266.0	Recreate Responsibly, Mission, Vision & Values, Our Work, About, Explore Map, Business Supporters, The Songbirds of Shutesville, Ways to Give, Volunteer, From Celebration to Stewardship: Our Commitment to Conserved Land, Staff, Education & Outreach, For Visitors, Events & Outings, Trail Maps, Farms & Forests, Activities, Strategic Plan, Opinion: We Need to Do Better by Stowe’s Bears, Donate, Recreation for All, Community Connections, Healthy Habitats & Waters, Stewardship, Get Outside, Current Projects, Partnerships, Support, Opportunities, Land Protection, For Bill Davis, Conservation is Good Business, Supporting Housing, Contact Us, News & Stories, Newsletter, Financials, Canadian Friends, News & Events, Board of Directors	True	True
Vermont	Woodstock Land Trust	https://woodstocklandtrust.org/	"Error: HTTPSConnectionPool(host='woodstocklandtrust.org', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x109c42c10>: Failed to resolve 'woodstocklandtrust.org' ([Errno 8] nodename nor servname provided, or not known)""))"							
Virginia	Blue Ridge Land Conservancy	https://brlcva.org/	OK	BLUE RIDGE LAND CONSERVANCY - Home	The Blue Ridge Land Conservancy is a non-profit located in Roanoke, Virginia whose mission is to conserve the region&amp;#39;s natural resources and environment.		526.0		True	True
Virginia	Eastern Shore Land Trust	https://eslandtrust.org/	"Error: HTTPSConnectionPool(host='eslandtrust.org', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x109c42850>: Failed to resolve 'eslandtrust.org' ([Errno 8] nodename nor servname provided, or not known)""))"							
Virginia	Land Trust of Virginia	https://landtrustva.org/	OK	The Land Trust of Virginia	The Land Trust of Virginia works with landowners to help them permanently protect their properties through the donation of conservation easements including working farms, historic sites, forests, mountains, waterways and more!	PROTECTING | Power lines and Data Centers	625.0	DONATE, Get Involved, Board & Staff, Contact Us, Financials, Home, News, Privacy Policy, Protect Your Land, Our Work, About Us, Events, Shop	True	True
Virginia	Piedmont Environmental Council	https://www.pecva.org/	OK	The Piedmont Environmental Council – Protecting and restoring the lands and waters of the Virginia Piedmont, while building stronger, more sustainable communities.		Protecting and restoring the lands and waters of the Virginia Piedmont, while building stronger, more sustainable communities. | Recent Posts | Popular Posts | Get Involved	726.0	Land Conservation, Clean Water, Wilderness Crossing, Greening Your HOA, Albemarle Climate Action, The Piedmont News, Conservation and Restoration, Clarke County, Energy Matters, Culpeper County, Regional, State and National, Greene County, Staff & Board Listing, Piedmont Memorial Overlook, Our Work, Transportation Solutions, Virginia Grassland Bird Initiative, Volunteer, Creating Historic Districts, Rappahannock County, Buy Fresh Buy Local, The Latest, Loudoun Outdoors Guide, Properties at Gilberts Corner, Loudoun County, Video, Energy Efficiency & Conservation, Tree Planting Programs, Resources, Strategic Plan, The Piedmont View, General Assembly, Events, Publications, AC44 Comprehensive Plan, Stream Health Monitoring, Jobs & Internships, Buy Fresh Buy Local Guides, Press Center, Mission & Vision, Orange County, Wildlife Habitat, Fauquier County, PEC’s Local Approach, Map Library, Conservation Easements, Randal Fellowship Program, About Us, Our Region, Fish Passage Projects, Growth, Development & Traffic, Working Farms & Local Food, Walk & Bike, Historic & Scenic Landscapes, Celebrating Mountain Heritage, Action Center, Strong Communities, Annual Reports, Madison County, Data Centers, Our Places, Improving Pastures, Warrenton Data Center, Solarize Piedmont, Albemarle & Charlottesville, Albemarle/Cville Greenways	True	False
Virginia	Valley Conservation Council	https://valleyconservation.org/	OK	Shenandoah Valley Conservancy	Protecting the legendary Shenandoah Valley for nearly 35 years, the Conservancy protects more than 220,000 acres in the Shenandoah Valley.	Protecting the legendary Shenandoah Valley for 35 years	607.0	Newsroom, Contact Us, Team, Home, Conservation Strategy, Conservation Easements, About, Events, Donate	True	False
Virginia	Virginia Eastern Shore Land Trust	https://eslandtrust.org/	"Error: HTTPSConnectionPool(host='eslandtrust.org', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x109c425d0>: Failed to resolve 'eslandtrust.org' ([Errno 8] nodename nor servname provided, or not known)""))"							
Washington	Cascade Land Conservancy (Forterra)	https://forterra.org/	OK	Forterra - Land for Good	Forterra envisions people and nature thriving together in a place where everyone belongs.	News & Perspectives | Your Support And Impact | 275K | 115K | 100+ | Explore Our Work | GIVE BIG WITH A 2X MATCH!​ | GIVE BIG WITH A 2X MATCH!​	841.0	Forterra Timeline, Our People, Strategic Initiatives, Where We Work, Contact, Media Galleries, Board, What We Do, Corporate Partnerships, Rooted Podcast, Who We Are •, Stay Connected, Partners, Ways to Give, Volunteer, Press Releases, Staff, Our Commitment •, Events, Donate, Who We Are, Email, Where We Work •, Careers, Programs, Visit, GET INVOLVED, 2022 Annual Report, Perspectives, Newsletter, Financials, 2023 Annual Report, Our Commitment, Search, Volunteer •, Media Coverage, Projects, DONATE	True	True
Washington	Columbia Land Trust	https://www.columbialandtrust.org/	OK	Conserving The Nature You Love - Columbia Land Trust			384.0	Klickitat River Haul Road CLOSED – August 2025, Coastal Birdwatching – September 27th and October 10th, 2025, Ways To Give, 360.696.0131, Our Work, Our Conservation Agenda, White Salmon, Webinar: Understanding Fire in the Forest, North Nemah Public Notice, Events, Donate, Columbia Land Trust on Instagram, Columbia Land Trust, Astoria, Vancouver, About Us, Subscribe, Get Involved, Contact Us, View All, News, Columbia Land Trust on Facebook, connect@columbialandtrust.org, Columbia Land Trust on YouTube, Purple Martin Bird Monitoring	True	True
Washington	Jefferson Land Trust	https://saveland.org/	OK	Home - Jefferson Land Trust Jefferson Land Trust	Jefferson Land Trust is a private, non-profit, grassroots organization in Jefferson County, located on the stunning Olympic Peninsula of Washington State. Preserving open space, working lands and habitat forever.	Keeping family farms in the family. | Preserving our common ground. | Connecting you with your wild side. | Helping wild places stay wild. | Protecting water, forests and the land beneath our feet.	1215.0	Copyright & Disclaimers, Illahee Preserve, Salmon Viewing Season is Here!, Save Land, View Upcoming Events, Join Our Team, Our Story, Our Conservation Vision, Chimacum Ridge Community Forest Grand Opening Celebration – SOLD OUT, View Property Map, Work Party: Creating “Nurse Logs” in the Quimper Wildlife Corridor, Quimper Wildlife Corridor Challenge, Dabob Bay and Tarboo Valley, Give & Join, Tour Chimacum Ridge Community Forest with Tim Lawson, Hiking with a Local Videos, Duckabush Oxbow & Wetlands Preserve, Volunteer, Donate Now, Chimacum Dairy and Finnriver Farm & Cidery, DONATE, Join Us for Farm Tour: September 13-14, Discovering the Forest, Planned Giving, Nature in Your Neighborhood On Demand, Northwest Naturalist Program, Tamanowas Rock, Chimacum Creek Watershed, See Events, Building Climate Resilience on the Olympic Peninsula, Conservation Burial Initiative, Valley View Forest, Fairbank Award for Youth Environmental Action, Board & Staff, Quimper Wildlife Corridor, Century Stewards Program, Our History, Our Mission, Snow and Salmon Creeks, Work Party: Fence-line Maintenance at Lower Donovan Creek Preserve, Save Your Land, Privacy Policy, Read the Latest Land Trust News, Chai-yahk-wh Preserve, How a Land Trust Works, Save the Land, Our Business Partners, Farms, Fish, and Forests Forever, You’re Invited to the Chimacum Ridge Community Forest Grand Opening Celebration, Chimacum Ridge Forest, Conservation Partners, Dosewallips & Duckabush Rivers, Tarboo Wildlife Preserve, Midori Farm, ✕, Youth Corps Program, Reports & Financials, Protected Properties, Economic Benefits of Local Conservation, Education Programs, Video Gallery, CONTACT US, News & Events, LEARN MORE, Work Party: Blackberry Removal at Illahee Preserve, MORE	True	True
Washington	North Olympic Land Trust	https://northolympiclandtrust.org/	OK	Home - North Olympic Land Trust		Conserving Farms, Fish and Forests	568.0	Where We Work, Share your Photos, How We Do It, Sponsors, Board, Our Work, Ways to Give, Volunteer, Climate Resilience, Sign Up for our Newsletter, Staff, History, Conservation Areas, Conserve Your Land, Monthly Evergreen Giving, Multimedia Gallery, Events, Donate, Financials & Reports, Dedicate Your Gift, Our Partners, Legacy Giving, Connect, Career Opportunities, About Us, Contact Us, Newsletter, News, Search Our Site	True	True
Washington	Skagit Land Trust	https://www.skagitlandtrust.org/	OK			Land Trust News	396.0		True	True
Washington	Whidbey Camano Land Trust	https://www.wclt.org/	OK	Home - Whidbey Camano Land Trust	The mission of the Whidbey Camano Land Trust is to protect, restore and create access to forests, shorelines, farmlands and other habitats in Island County and the Salish Sea, for ecological and community resilience and the benefit of all living things.		346.0	Contact, Our Story, Give, Volunteer Opportunities, HabitChat, Ways to Give, History, Newsletters, Employment Opportunities, Events, Donate, Land Trust Store, Business Sponsors, Newsroom, Our Staff & Board, Home, How We Operate, Get Involved, 2024 Donor Acknowledgements, Protected Properties, News, Video Gallery, Saving Land	True	True
Washington	Whatcom Land Trust	https://whatcomlandtrust.org/	OK	Home - Whatcom Land Trust	Whatcom Land Trust preserves and protects wildlife habitat, scenic, agricultural and open space land in Whatcom County for future generations	Upcoming Events | Who We are	901.0	Governors Point, Skookum Creek Wildlife Corridor, Get Involved, Search, Contribute, Home, News, California Creek Estuary, Stewart Mountain Community Forest, Our Work, About Us, Donate	True	False
West Virginia	Coal River Mountain Watch	https://crmw.net/	OK	Coal River Mountain Watch		Keep 56 Million Tons Of Coal In The Ground | Thanks For The Car! | Still Needing $ For Our Monitoring Vehicle | Lexington Coal Company's Doubly Delinquent $3 Million In Fines | Comment 3/25/2025 To Oppose Renewal Of A Waste Coal Reprocessing Site | Remember Buffalo Creek | Environmental Groups Sue To Challenge Mountaintop Removal Mine On Coal River Mountain	1096.0		True	True
West Virginia	West Virginia Land Trust	https://wvlandtrust.org/	OK	WV Land Trust — Conserving West Virginia's special places.	The WV Land Trust is a statewide nonprofit dedicated to protecting West Virginia’s natural lands, scenic areas, water quality, and recreational access forever.	WVLT acquired the Greenville Saltpeter Cave in Monroe County | The Gateway to Sandstonia Protected Forever | Monongalia farm protected with county’s first agricultural conservation easement | Chasing waterfalls: Piney Creek Preserve opens first trail to public | Family’s Decision to Conserve 82-Acre Farm Expands Moulton Park | WVLT Receives $2.8 million for Mammoth Project	751.0	Contact, Our Protected Land, Public Recreation Access, Special Places Celebration, Trail Guide, Support Our Work, Our Work, Volunteer Opportunities, Partners, Shop, Staff, History, Community Development, Newsletters, Resources, Protect Your Land, Activities, Events Calendar, Donate, Ways to Get Involved, Blue Jean Ball, Learn More, Ways to Support, Impact Reports, About Us, Other Ways to Get Involved, News, Board of Directors	True	True
Wisconsin	Driftless Area Land Conservancy	https://driftlessconservancy.org/	OK	Driftless Area Land Conservancy, The Land Trust for Southwest Wisconsin	Driftless Area Land Conservancy's purpose is to maintain and enhance the health, diversity and beauty of Southwest Wisconsin's natural and agricultural landscape through permanent land protection and restoration, and improve people's lives by connecting them to the land and to each other.	Conservation. Care. Connection. | Driftless Area Land Conservancy's purpose is to maintain and enhance the health, diversity and beauty of Southwest Wisconsin's natural and agricultural landscape through permanent land protection and restoration, and improve people's lives by connecting them to the land and to each other. | 58 Properties Protected | 25 Years of Land Protection & Outreach | 9748 Acres Protected | Join us for an upcoming event!	396.0	Latest News, Contact, Photo Gallery, Our Team, Volunteer, Ways to Give, Lowery Creek Watershed, Join the Legacy Society, Manage Your Land, Our Energy Future, Protect Your Land, GIVE TODAY, Our Board, Transmission Line Opposition, Driftless Trail, Southern Driftless Grasslands, Land Protection, Employment and Other Opportunities, Annual Reports, Social Media, Find an Event & Register, Newsletter, Accreditation, HOME, DALC Merch Store, CALENDAR OF EVENTS, DONATE, Ambassador Properties	True	True
Wisconsin	Gathering Waters	https://gatheringwaters.org/	OK	Gathering Waters – Wisconsin's Alliance for Land Trusts			813.0	Land Trust News, Find A Land Trust, WI Land Trust Conference, What We Do, Ways To Give, WI Land Trust Days, Next Events, Land Trust Resources, Shop, Land Conservation Leadership Awards, What Is A Land Trust, Conserve Your Land, Your Impact & Thanks, Events Calendar, Donate, Who We Are, Publications, Previous Events, Visit Our Favorite Places, Your Trust Matters, Legacy Giving, Land Trust Jobs, Today, Monthly Giving, Blog, Advocacy, News & Events	True	False
Wisconsin	Landmark Conservancy	https://landmarkwi.org/	OK	Landmark Conservancy Home - Landmark Conservancy	Protect your land for future generations! We are a non-profit, Wisconsin-based land conservation organization serving western and northwestern Wisconsin.		619.0	, , Contact, About, Home, News, Support Us, Get Outside!, Land Protection, , Events, Donate	False	False
